,date_report,health_region,cumulative_cases
529,2020-01-31,Région de la Mauricie et du Centre-du-Québec,0.0
523,2020-01-31,Région de la Montérégie,0.0
520,2020-01-31,Région des Laurentides,0.0
588,2020-01-31,Région des Terres-Cries-de-la-Baie-James,0.0
567,2020-01-31,Région du Bas-Saint-Laurent,0.0
570,2020-01-31,Région du Nord-du-Québec,0.0
591,2020-01-31,Région du Nunavik,0.0
573,2020-01-31,Région du Saguenay Lac-Saint-Jean,0.0
534,2020-01-31,Saskatoon,0.0
535,2020-01-31,Simcoe Muskoka District Health Unit,0.0
556,2020-01-31,South Zone,0.0
561,2020-01-31,Southern Health,0.0
525,2020-01-31,Sudbury and District Health Unit,0.0
562,2020-01-31,The District of Algoma Health Unit,0.0
589,2020-01-31,Thunder Bay District Health Unit,0.0
592,2020-01-31,Timiskaming Health Unit,0.0
513,2020-01-31,Vancouver Coastal,0.0
528,2020-01-31,Vancouver Island,0.0
521,2020-01-31,Waterloo Health Unit,0.0
557,2020-01-31,Wellington-Dufferin-Guelph Health Unit,0.0
581,2020-01-31,Western Regional Integrated Health Authority,0.0
574,2020-01-31,Windsor-Essex County Health Unit,0.0
536,2020-01-31,Winnipeg Regional Health Authority,0.0
518,2020-01-31,York Regional Health Unit,0.0
575,2020-01-31,Yukon,0.0
537,2020-01-31,Zone 1,0.0
552,2020-01-31,Zone 1 - Western,0.0
558,2020-01-31,Zone 2,0.0
576,2020-01-31,Zone 2 - Northern,0.0
553,2020-01-31,Zone 3,0.0
566,2020-01-31,Zone 3 - Eastern,0.0
582,2020-01-31,Zone 4,0.0
554,2020-01-31,Zone 4 - Central,0.0
590,2020-01-31,Zone 5,0.0
594,2020-01-31,Zone 6,0.0
593,2020-01-31,Zone 7,0.0
648,2020-02-01,Brant County Health Unit,0.0
604,2020-02-01,Calgary Zone,0.0
611,2020-02-01,Central Zone,0.0
649,2020-02-01,Chatham-Kent Health Unit,0.0
618,2020-02-01,City of Hamilton Health Unit,0.0
615,2020-02-01,City of Ottawa Health Unit,0.0
595,2020-02-01,City of Toronto Health Unit,2.0
602,2020-02-01,Durham Regional Health Unit,0.0
624,2020-02-01,Eastern Regional Integrated Health Authority,0.0
607,2020-02-01,Edmonton Zone,0.0
625,2020-02-01,Far North,0.0
600,2020-02-01,Fraser,0.0
634,2020-02-01,Grey Bruce Health Unit,0.0
668,2020-02-01,Haldimand-Norfolk Health Unit,0.0
626,2020-02-01,"Haliburton, Kawartha, Pine Ridge District Health Unit",0.0
612,2020-02-01,Halton Regional Health Unit,0.0
654,2020-02-01,Hastings and Prince Edward Counties Health Unit,0.0
627,2020-02-01,Huron County Health Unit,0.0
599,2020-02-01,Interior,0.0
635,2020-02-01,Interlake-Eastern Regional Health Authority,0.0
644,2020-02-01,"Kingston, Frontenac and Lennox and Addington Health Unit",0.0
628,2020-02-01,Labrador-Grenfell Regional Integrated Health Authority,0.0
669,2020-02-01,Lambton Health Unit,0.0
670,2020-02-01,"Leeds, Grenville and Lanark District Health Unit",0.0
597,2020-02-01,Middlesex-London Health Unit,1.0
623,2020-02-01,Niagara Regional Area Health Unit,0.0
671,2020-02-01,North Bay Parry Sound District Health Unit,0.0
640,2020-02-01,North Zone,0.0
645,2020-02-01,Northern,0.0
657,2020-02-01,Northwest Territories,0.0
630,2020-02-01,Northwestern Health Unit,0.0
596,2020-02-01,Not Reported,1.0
609,2020-02-01,Peel Regional Health Unit,0.0
636,2020-02-01,Peterborough County - City Health Unit,0.0
656,2020-02-01,Porcupine Health Unit,0.0
665,2020-02-01,Prairie Mountain Health,0.0
631,2020-02-01,Prince Edward Island,0.0
632,2020-02-01,Regina,0.0
672,2020-02-01,Renfrew County and District Health Unit,0.0
629,2020-02-01,Région de Lanaudière,0.0
653,2020-02-01,Région de Laval,0.0
601,2020-02-01,Région de Montréal,0.0
662,2020-02-01,Région de l'Abitibi-Témiscamingue,0.0
617,2020-02-01,Région de l'Estrie,0.0
650,2020-02-01,Région de l'Outaouais,0.0
633,2020-02-01,Région de la Capitale-Nationale,0.0
616,2020-02-01,Région de la Chaudière-Appalaches,0.0
664,2020-02-01,Région de la Côte-Nord,0.0
663,2020-02-01,Région de la Gaspésie Îles-de-la-Madeleine,0.0
614,2020-02-01,Région de la Mauricie et du Centre-du-Québec,0.0
608,2020-02-01,Région de la Montérégie,0.0
605,2020-02-01,Région des Laurentides,0.0
673,2020-02-01,Région des Terres-Cries-de-la-Baie-James,0.0
652,2020-02-01,Région du Bas-Saint-Laurent,0.0
655,2020-02-01,Région du Nord-du-Québec,0.0
676,2020-02-01,Région du Nunavik,0.0
658,2020-02-01,Région du Saguenay Lac-Saint-Jean,0.0
619,2020-02-01,Saskatoon,0.0
620,2020-02-01,Simcoe Muskoka District Health Unit,0.0
641,2020-02-01,South Zone,0.0
646,2020-02-01,Southern Health,0.0
610,2020-02-01,Sudbury and District Health Unit,0.0
647,2020-02-01,The District of Algoma Health Unit,0.0
674,2020-02-01,Thunder Bay District Health Unit,0.0
677,2020-02-01,Timiskaming Health Unit,0.0
598,2020-02-01,Vancouver Coastal,0.0
613,2020-02-01,Vancouver Island,0.0
606,2020-02-01,Waterloo Health Unit,0.0
642,2020-02-01,Wellington-Dufferin-Guelph Health Unit,0.0
666,2020-02-01,Western Regional Integrated Health Authority,0.0
659,2020-02-01,Windsor-Essex County Health Unit,0.0
621,2020-02-01,Winnipeg Regional Health Authority,0.0
603,2020-02-01,York Regional Health Unit,0.0
660,2020-02-01,Yukon,0.0
622,2020-02-01,Zone 1,0.0
637,2020-02-01,Zone 1 - Western,0.0
643,2020-02-01,Zone 2,0.0
661,2020-02-01,Zone 2 - Northern,0.0
638,2020-02-01,Zone 3,0.0
651,2020-02-01,Zone 3 - Eastern,0.0
667,2020-02-01,Zone 4,0.0
639,2020-02-01,Zone 4 - Central,0.0
675,2020-02-01,Zone 5,0.0
679,2020-02-01,Zone 6,0.0
678,2020-02-01,Zone 7,0.0
733,2020-02-02,Brant County Health Unit,0.0
689,2020-02-02,Calgary Zone,0.0
696,2020-02-02,Central Zone,0.0
734,2020-02-02,Chatham-Kent Health Unit,0.0
703,2020-02-02,City of Hamilton Health Unit,0.0
700,2020-02-02,City of Ottawa Health Unit,0.0
680,2020-02-02,City of Toronto Health Unit,2.0
687,2020-02-02,Durham Regional Health Unit,0.0
709,2020-02-02,Eastern Regional Integrated Health Authority,0.0
692,2020-02-02,Edmonton Zone,0.0
710,2020-02-02,Far North,0.0
685,2020-02-02,Fraser,0.0
719,2020-02-02,Grey Bruce Health Unit,0.0
753,2020-02-02,Haldimand-Norfolk Health Unit,0.0
711,2020-02-02,"Haliburton, Kawartha, Pine Ridge District Health Unit",0.0
697,2020-02-02,Halton Regional Health Unit,0.0
739,2020-02-02,Hastings and Prince Edward Counties Health Unit,0.0
712,2020-02-02,Huron County Health Unit,0.0
684,2020-02-02,Interior,0.0
720,2020-02-02,Interlake-Eastern Regional Health Authority,0.0
729,2020-02-02,"Kingston, Frontenac and Lennox and Addington Health Unit",0.0
713,2020-02-02,Labrador-Grenfell Regional Integrated Health Authority,0.0
754,2020-02-02,Lambton Health Unit,0.0
755,2020-02-02,"Leeds, Grenville and Lanark District Health Unit",0.0
682,2020-02-02,Middlesex-London Health Unit,1.0
708,2020-02-02,Niagara Regional Area Health Unit,0.0
756,2020-02-02,North Bay Parry Sound District Health Unit,0.0
725,2020-02-02,North Zone,0.0
730,2020-02-02,Northern,0.0
742,2020-02-02,Northwest Territories,0.0
715,2020-02-02,Northwestern Health Unit,0.0
681,2020-02-02,Not Reported,1.0
694,2020-02-02,Peel Regional Health Unit,0.0
721,2020-02-02,Peterborough County - City Health Unit,0.0
741,2020-02-02,Porcupine Health Unit,0.0
750,2020-02-02,Prairie Mountain Health,0.0
716,2020-02-02,Prince Edward Island,0.0
717,2020-02-02,Regina,0.0
757,2020-02-02,Renfrew County and District Health Unit,0.0
714,2020-02-02,Région de Lanaudière,0.0
738,2020-02-02,Région de Laval,0.0
686,2020-02-02,Région de Montréal,0.0
747,2020-02-02,Région de l'Abitibi-Témiscamingue,0.0
702,2020-02-02,Région de l'Estrie,0.0
735,2020-02-02,Région de l'Outaouais,0.0
718,2020-02-02,Région de la Capitale-Nationale,0.0
701,2020-02-02,Région de la Chaudière-Appalaches,0.0
749,2020-02-02,Région de la Côte-Nord,0.0
748,2020-02-02,Région de la Gaspésie Îles-de-la-Madeleine,0.0
699,2020-02-02,Région de la Mauricie et du Centre-du-Québec,0.0
693,2020-02-02,Région de la Montérégie,0.0
690,2020-02-02,Région des Laurentides,0.0
758,2020-02-02,Région des Terres-Cries-de-la-Baie-James,0.0
737,2020-02-02,Région du Bas-Saint-Laurent,0.0
740,2020-02-02,Région du Nord-du-Québec,0.0
761,2020-02-02,Région du Nunavik,0.0
743,2020-02-02,Région du Saguenay Lac-Saint-Jean,0.0
704,2020-02-02,Saskatoon,0.0
705,2020-02-02,Simcoe Muskoka District Health Unit,0.0
726,2020-02-02,South Zone,0.0
731,2020-02-02,Southern Health,0.0
695,2020-02-02,Sudbury and District Health Unit,0.0
732,2020-02-02,The District of Algoma Health Unit,0.0
759,2020-02-02,Thunder Bay District Health Unit,0.0
762,2020-02-02,Timiskaming Health Unit,0.0
683,2020-02-02,Vancouver Coastal,0.0
698,2020-02-02,Vancouver Island,0.0
691,2020-02-02,Waterloo Health Unit,0.0
727,2020-02-02,Wellington-Dufferin-Guelph Health Unit,0.0
751,2020-02-02,Western Regional Integrated Health Authority,0.0
744,2020-02-02,Windsor-Essex County Health Unit,0.0
706,2020-02-02,Winnipeg Regional Health Authority,0.0
688,2020-02-02,York Regional Health Unit,0.0
745,2020-02-02,Yukon,0.0
707,2020-02-02,Zone 1,0.0
722,2020-02-02,Zone 1 - Western,0.0
728,2020-02-02,Zone 2,0.0
746,2020-02-02,Zone 2 - Northern,0.0
723,2020-02-02,Zone 3,0.0
736,2020-02-02,Zone 3 - Eastern,0.0
752,2020-02-02,Zone 4,0.0
724,2020-02-02,Zone 4 - Central,0.0
760,2020-02-02,Zone 5,0.0
764,2020-02-02,Zone 6,0.0
763,2020-02-02,Zone 7,0.0
818,2020-02-03,Brant County Health Unit,0.0
774,2020-02-03,Calgary Zone,0.0
781,2020-02-03,Central Zone,0.0
819,2020-02-03,Chatham-Kent Health Unit,0.0
788,2020-02-03,City of Hamilton Health Unit,0.0
785,2020-02-03,City of Ottawa Health Unit,0.0
765,2020-02-03,City of Toronto Health Unit,2.0
772,2020-02-03,Durham Regional Health Unit,0.0
794,2020-02-03,Eastern Regional Integrated Health Authority,0.0
777,2020-02-03,Edmonton Zone,0.0
795,2020-02-03,Far North,0.0
770,2020-02-03,Fraser,0.0
804,2020-02-03,Grey Bruce Health Unit,0.0
838,2020-02-03,Haldimand-Norfolk Health Unit,0.0
796,2020-02-03,"Haliburton, Kawartha, Pine Ridge District Health Unit",0.0
782,2020-02-03,Halton Regional Health Unit,0.0
824,2020-02-03,Hastings and Prince Edward Counties Health Unit,0.0
797,2020-02-03,Huron County Health Unit,0.0
769,2020-02-03,Interior,0.0
805,2020-02-03,Interlake-Eastern Regional Health Authority,0.0
814,2020-02-03,"Kingston, Frontenac and Lennox and Addington Health Unit",0.0
798,2020-02-03,Labrador-Grenfell Regional Integrated Health Authority,0.0
839,2020-02-03,Lambton Health Unit,0.0
840,2020-02-03,"Leeds, Grenville and Lanark District Health Unit",0.0
767,2020-02-03,Middlesex-London Health Unit,1.0
793,2020-02-03,Niagara Regional Area Health Unit,0.0
841,2020-02-03,North Bay Parry Sound District Health Unit,0.0
810,2020-02-03,North Zone,0.0
815,2020-02-03,Northern,0.0
827,2020-02-03,Northwest Territories,0.0
800,2020-02-03,Northwestern Health Unit,0.0
766,2020-02-03,Not Reported,1.0
779,2020-02-03,Peel Regional Health Unit,0.0
806,2020-02-03,Peterborough County - City Health Unit,0.0
826,2020-02-03,Porcupine Health Unit,0.0
835,2020-02-03,Prairie Mountain Health,0.0
801,2020-02-03,Prince Edward Island,0.0
802,2020-02-03,Regina,0.0
842,2020-02-03,Renfrew County and District Health Unit,0.0
799,2020-02-03,Région de Lanaudière,0.0
823,2020-02-03,Région de Laval,0.0
771,2020-02-03,Région de Montréal,0.0
832,2020-02-03,Région de l'Abitibi-Témiscamingue,0.0
787,2020-02-03,Région de l'Estrie,0.0
820,2020-02-03,Région de l'Outaouais,0.0
803,2020-02-03,Région de la Capitale-Nationale,0.0
786,2020-02-03,Région de la Chaudière-Appalaches,0.0
834,2020-02-03,Région de la Côte-Nord,0.0
833,2020-02-03,Région de la Gaspésie Îles-de-la-Madeleine,0.0
784,2020-02-03,Région de la Mauricie et du Centre-du-Québec,0.0
778,2020-02-03,Région de la Montérégie,0.0
775,2020-02-03,Région des Laurentides,0.0
843,2020-02-03,Région des Terres-Cries-de-la-Baie-James,0.0
822,2020-02-03,Région du Bas-Saint-Laurent,0.0
825,2020-02-03,Région du Nord-du-Québec,0.0
846,2020-02-03,Région du Nunavik,0.0
828,2020-02-03,Région du Saguenay Lac-Saint-Jean,0.0
789,2020-02-03,Saskatoon,0.0
790,2020-02-03,Simcoe Muskoka District Health Unit,0.0
811,2020-02-03,South Zone,0.0
816,2020-02-03,Southern Health,0.0
780,2020-02-03,Sudbury and District Health Unit,0.0
817,2020-02-03,The District of Algoma Health Unit,0.0
844,2020-02-03,Thunder Bay District Health Unit,0.0
847,2020-02-03,Timiskaming Health Unit,0.0
768,2020-02-03,Vancouver Coastal,0.0
783,2020-02-03,Vancouver Island,0.0
776,2020-02-03,Waterloo Health Unit,0.0
812,2020-02-03,Wellington-Dufferin-Guelph Health Unit,0.0
836,2020-02-03,Western Regional Integrated Health Authority,0.0
829,2020-02-03,Windsor-Essex County Health Unit,0.0
791,2020-02-03,Winnipeg Regional Health Authority,0.0
773,2020-02-03,York Regional Health Unit,0.0
830,2020-02-03,Yukon,0.0
792,2020-02-03,Zone 1,0.0
807,2020-02-03,Zone 1 - Western,0.0
813,2020-02-03,Zone 2,0.0
831,2020-02-03,Zone 2 - Northern,0.0
808,2020-02-03,Zone 3,0.0
821,2020-02-03,Zone 3 - Eastern,0.0
837,2020-02-03,Zone 4,0.0
809,2020-02-03,Zone 4 - Central,0.0
845,2020-02-03,Zone 5,0.0
849,2020-02-03,Zone 6,0.0
848,2020-02-03,Zone 7,0.0
903,2020-02-04,Brant County Health Unit,0.0
859,2020-02-04,Calgary Zone,0.0
866,2020-02-04,Central Zone,0.0
904,2020-02-04,Chatham-Kent Health Unit,0.0
873,2020-02-04,City of Hamilton Health Unit,0.0
870,2020-02-04,City of Ottawa Health Unit,0.0
850,2020-02-04,City of Toronto Health Unit,2.0
857,2020-02-04,Durham Regional Health Unit,0.0
879,2020-02-04,Eastern Regional Integrated Health Authority,0.0
862,2020-02-04,Edmonton Zone,0.0
880,2020-02-04,Far North,0.0
855,2020-02-04,Fraser,0.0
889,2020-02-04,Grey Bruce Health Unit,0.0
923,2020-02-04,Haldimand-Norfolk Health Unit,0.0
881,2020-02-04,"Haliburton, Kawartha, Pine Ridge District Health Unit",0.0
867,2020-02-04,Halton Regional Health Unit,0.0
909,2020-02-04,Hastings and Prince Edward Counties Health Unit,0.0
882,2020-02-04,Huron County Health Unit,0.0
854,2020-02-04,Interior,0.0
890,2020-02-04,Interlake-Eastern Regional Health Authority,0.0
899,2020-02-04,"Kingston, Frontenac and Lennox and Addington Health Unit",0.0
883,2020-02-04,Labrador-Grenfell Regional Integrated Health Authority,0.0
924,2020-02-04,Lambton Health Unit,0.0
925,2020-02-04,"Leeds, Grenville and Lanark District Health Unit",0.0
852,2020-02-04,Middlesex-London Health Unit,1.0
878,2020-02-04,Niagara Regional Area Health Unit,0.0
926,2020-02-04,North Bay Parry Sound District Health Unit,0.0
895,2020-02-04,North Zone,0.0
900,2020-02-04,Northern,0.0
912,2020-02-04,Northwest Territories,0.0
885,2020-02-04,Northwestern Health Unit,0.0
851,2020-02-04,Not Reported,1.0
864,2020-02-04,Peel Regional Health Unit,0.0
891,2020-02-04,Peterborough County - City Health Unit,0.0
911,2020-02-04,Porcupine Health Unit,0.0
920,2020-02-04,Prairie Mountain Health,0.0
886,2020-02-04,Prince Edward Island,0.0
887,2020-02-04,Regina,0.0
927,2020-02-04,Renfrew County and District Health Unit,0.0
884,2020-02-04,Région de Lanaudière,0.0
908,2020-02-04,Région de Laval,0.0
856,2020-02-04,Région de Montréal,0.0
917,2020-02-04,Région de l'Abitibi-Témiscamingue,0.0
872,2020-02-04,Région de l'Estrie,0.0
905,2020-02-04,Région de l'Outaouais,0.0
888,2020-02-04,Région de la Capitale-Nationale,0.0
871,2020-02-04,Région de la Chaudière-Appalaches,0.0
919,2020-02-04,Région de la Côte-Nord,0.0
918,2020-02-04,Région de la Gaspésie Îles-de-la-Madeleine,0.0
869,2020-02-04,Région de la Mauricie et du Centre-du-Québec,0.0
863,2020-02-04,Région de la Montérégie,0.0
860,2020-02-04,Région des Laurentides,0.0
928,2020-02-04,Région des Terres-Cries-de-la-Baie-James,0.0
907,2020-02-04,Région du Bas-Saint-Laurent,0.0
910,2020-02-04,Région du Nord-du-Québec,0.0
931,2020-02-04,Région du Nunavik,0.0
913,2020-02-04,Région du Saguenay Lac-Saint-Jean,0.0
874,2020-02-04,Saskatoon,0.0
875,2020-02-04,Simcoe Muskoka District Health Unit,0.0
896,2020-02-04,South Zone,0.0
901,2020-02-04,Southern Health,0.0
865,2020-02-04,Sudbury and District Health Unit,0.0
902,2020-02-04,The District of Algoma Health Unit,0.0
929,2020-02-04,Thunder Bay District Health Unit,0.0
932,2020-02-04,Timiskaming Health Unit,0.0
853,2020-02-04,Vancouver Coastal,1.0
868,2020-02-04,Vancouver Island,0.0
861,2020-02-04,Waterloo Health Unit,0.0
897,2020-02-04,Wellington-Dufferin-Guelph Health Unit,0.0
921,2020-02-04,Western Regional Integrated Health Authority,0.0
914,2020-02-04,Windsor-Essex County Health Unit,0.0
876,2020-02-04,Winnipeg Regional Health Authority,0.0
858,2020-02-04,York Regional Health Unit,0.0
915,2020-02-04,Yukon,0.0
877,2020-02-04,Zone 1,0.0
892,2020-02-04,Zone 1 - Western,0.0
898,2020-02-04,Zone 2,0.0
916,2020-02-04,Zone 2 - Northern,0.0
893,2020-02-04,Zone 3,0.0
906,2020-02-04,Zone 3 - Eastern,0.0
922,2020-02-04,Zone 4,0.0
894,2020-02-04,Zone 4 - Central,0.0
930,2020-02-04,Zone 5,0.0
934,2020-02-04,Zone 6,0.0
933,2020-02-04,Zone 7,0.0
988,2020-02-05,Brant County Health Unit,0.0
944,2020-02-05,Calgary Zone,0.0
951,2020-02-05,Central Zone,0.0
989,2020-02-05,Chatham-Kent Health Unit,0.0
958,2020-02-05,City of Hamilton Health Unit,0.0
955,2020-02-05,City of Ottawa Health Unit,0.0
935,2020-02-05,City of Toronto Health Unit,2.0
942,2020-02-05,Durham Regional Health Unit,0.0
964,2020-02-05,Eastern Regional Integrated Health Authority,0.0
947,2020-02-05,Edmonton Zone,0.0
965,2020-02-05,Far North,0.0
940,2020-02-05,Fraser,0.0
974,2020-02-05,Grey Bruce Health Unit,0.0
1008,2020-02-05,Haldimand-Norfolk Health Unit,0.0
966,2020-02-05,"Haliburton, Kawartha, Pine Ridge District Health Unit",0.0
952,2020-02-05,Halton Regional Health Unit,0.0
994,2020-02-05,Hastings and Prince Edward Counties Health Unit,0.0
967,2020-02-05,Huron County Health Unit,0.0
939,2020-02-05,Interior,0.0
975,2020-02-05,Interlake-Eastern Regional Health Authority,0.0
984,2020-02-05,"Kingston, Frontenac and Lennox and Addington Health Unit",0.0
968,2020-02-05,Labrador-Grenfell Regional Integrated Health Authority,0.0
1009,2020-02-05,Lambton Health Unit,0.0
1010,2020-02-05,"Leeds, Grenville and Lanark District Health Unit",0.0
937,2020-02-05,Middlesex-London Health Unit,1.0
963,2020-02-05,Niagara Regional Area Health Unit,0.0
1011,2020-02-05,North Bay Parry Sound District Health Unit,0.0
980,2020-02-05,North Zone,0.0
985,2020-02-05,Northern,0.0
997,2020-02-05,Northwest Territories,0.0
970,2020-02-05,Northwestern Health Unit,0.0
936,2020-02-05,Not Reported,1.0
949,2020-02-05,Peel Regional Health Unit,0.0
976,2020-02-05,Peterborough County - City Health Unit,0.0
996,2020-02-05,Porcupine Health Unit,0.0
1005,2020-02-05,Prairie Mountain Health,0.0
971,2020-02-05,Prince Edward Island,0.0
972,2020-02-05,Regina,0.0
1012,2020-02-05,Renfrew County and District Health Unit,0.0
969,2020-02-05,Région de Lanaudière,0.0
993,2020-02-05,Région de Laval,0.0
941,2020-02-05,Région de Montréal,0.0
1002,2020-02-05,Région de l'Abitibi-Témiscamingue,0.0
957,2020-02-05,Région de l'Estrie,0.0
990,2020-02-05,Région de l'Outaouais,0.0
973,2020-02-05,Région de la Capitale-Nationale,0.0
956,2020-02-05,Région de la Chaudière-Appalaches,0.0
1004,2020-02-05,Région de la Côte-Nord,0.0
1003,2020-02-05,Région de la Gaspésie Îles-de-la-Madeleine,0.0
954,2020-02-05,Région de la Mauricie et du Centre-du-Québec,0.0
948,2020-02-05,Région de la Montérégie,0.0
945,2020-02-05,Région des Laurentides,0.0
1013,2020-02-05,Région des Terres-Cries-de-la-Baie-James,0.0
992,2020-02-05,Région du Bas-Saint-Laurent,0.0
995,2020-02-05,Région du Nord-du-Québec,0.0
1016,2020-02-05,Région du Nunavik,0.0
998,2020-02-05,Région du Saguenay Lac-Saint-Jean,0.0
959,2020-02-05,Saskatoon,0.0
960,2020-02-05,Simcoe Muskoka District Health Unit,0.0
981,2020-02-05,South Zone,0.0
986,2020-02-05,Southern Health,0.0
950,2020-02-05,Sudbury and District Health Unit,0.0
987,2020-02-05,The District of Algoma Health Unit,0.0
1014,2020-02-05,Thunder Bay District Health Unit,0.0
1017,2020-02-05,Timiskaming Health Unit,0.0
938,2020-02-05,Vancouver Coastal,1.0
953,2020-02-05,Vancouver Island,0.0
946,2020-02-05,Waterloo Health Unit,0.0
982,2020-02-05,Wellington-Dufferin-Guelph Health Unit,0.0
1006,2020-02-05,Western Regional Integrated Health Authority,0.0
999,2020-02-05,Windsor-Essex County Health Unit,0.0
961,2020-02-05,Winnipeg Regional Health Authority,0.0
943,2020-02-05,York Regional Health Unit,0.0
1000,2020-02-05,Yukon,0.0
962,2020-02-05,Zone 1,0.0
977,2020-02-05,Zone 1 - Western,0.0
